"DataItemPath","FieldName","DamId","Src","LocalFile","AssetId","PublicUrl","File"
"/sitecore/content/brother/brother/Data/Promo Grids/Home Promo Grid - Jack","CardOneImage","dTd6sWdARfG-OLD3PbKaPQ","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/0e8c4c7ae8334341ab4c9556f7328ac7","persona-jack-cafe-laptop.jpg","103875","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/0e8c4c7ae8334341ab4c9556f7328ac7","brother\brother\Data\Promo Grids\Home Promo Grid - Jack.yml"
"/sitecore/content/brother/brother/Data/Promo Grids/Home Promo Grid - Jack","CardTwoImage","QKBdluJySPSInqACrd9yfg","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/14c8750de8814f39b4e396c92b37092c","product-vc-500w-colour-labels.jpg","103771","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/14c8750de8814f39b4e396c92b37092c","brother\brother\Data\Promo Grids\Home Promo Grid - Jack.yml"
"/sitecore/content/brother/brother/Data/Promo Grids/Home Promo Grid - Jack","CardThreeImage","WJPs7yvfTzOeRc62TQnsSA","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/ac8967c80c3148c493e18ea460265c21","product-vc-500w.jpg","103753","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/ac8967c80c3148c493e18ea460265c21","brother\brother\Data\Promo Grids\Home Promo Grid - Jack.yml"
"/sitecore/content/brother/brother/Data/Promo Grids/Home Promo Grid - Rick","CardOneImage","5NTh0z9-SWWfzMx2_FSVEg","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/23f588acfcfb4a0ea0208b07387df321","mps-visitor-badge-city-journey.jpg","103920","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/23f588acfcfb4a0ea0208b07387df321","brother\brother\Data\Promo Grids\Home Promo Grid - Rick.yml"
"/sitecore/content/brother/brother/Data/Promo Grids/Home Promo Grid - Rick","CardTwoImage","T6NciubgQii6Qwfn7NA7Vw","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/e3ef5869a8d14fd7987473d81f9a0bc1","product-vc-500w-with-laptop.jpg","103762","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/e3ef5869a8d14fd7987473d81f9a0bc1","brother\brother\Data\Promo Grids\Home Promo Grid - Rick.yml"
"/sitecore/content/brother/brother/Data/Promo Grids/Home Promo Grid - Rick","CardThreeImage","QKBdluJySPSInqACrd9yfg","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/14c8750de8814f39b4e396c92b37092c","product-vc-500w-colour-labels.jpg","103771","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/14c8750de8814f39b4e396c92b37092c","brother\brother\Data\Promo Grids\Home Promo Grid - Rick.yml"
"/sitecore/content/brother/brother/Data/Promo Grids/Home Promo Grid","CardOneImage","ZqnB_0UyRDejAZJfQF0kdg","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/22c4718f5b134ecdbbd9c6838ce00a0e","category-office-labelling.jpg","103847","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/22c4718f5b134ecdbbd9c6838ce00a0e","brother\brother\Data\Promo Grids\Home Promo Grid.yml"
"/sitecore/content/brother/brother/Data/Promo Grids/Home Promo Grid","CardTwoImage","-TiH4166RYmdHo9SpFlnRA","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/16d40a1e908746988f71a7c5f4becb0d","category-managed-print-service.jpg","103834","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/16d40a1e908746988f71a7c5f4becb0d","brother\brother\Data\Promo Grids\Home Promo Grid.yml"
"/sitecore/content/brother/brother/Data/Promo Grids/Home Promo Grid","CardThreeImage","JTf6GqbET2KLVFPF4vu-ng","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/a3ab2da529de4413b533eee5001c3f69","mps-peace-of-mind-celebration.jpg","103942","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/a3ab2da529de4413b533eee5001c3f69","brother\brother\Data\Promo Grids\Home Promo Grid.yml"
"/sitecore/content/brother/brother/Data/Promo Strips/At Your Side","Image","2ZhSkmnhRRCEjYitycI-ag","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/dd488ea45ba549b6a09b1da892f0a763","promo-at-your-side-human-robot-heart.jpg","103986","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/dd488ea45ba549b6a09b1da892f0a763","brother\brother\Data\Promo Strips\At Your Side.yml"
"/sitecore/content/brother/brother/Home/devices","Image2","ZqnB_0UyRDejAZJfQF0kdg","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/22c4718f5b134ecdbbd9c6838ce00a0e","category-office-labelling.jpg","103847","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/22c4718f5b134ecdbbd9c6838ce00a0e","brother\brother\Home\devices.yml"
"/sitecore/content/brother/brother/Home/devices","Image","inLFeXV_TR2Eiz-w6iJs-w","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/61982902f9c04d2eaa0f62c1dbadeff5","web-office-labelling-banner.jpg","104403","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/61982902f9c04d2eaa0f62c1dbadeff5","brother\brother\Home\devices.yml"
"/sitecore/content/brother/brother/Home/business-solutions/managed-print-service","Image2","YZN6s3ZUTreFQVc3LtUy6w","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/db9808a93d5f442ca0173a2a347d3e9b","web-mps-why-brother.jpg","104333","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/db9808a93d5f442ca0173a2a347d3e9b","brother\brother\Home\business-solutions\managed-print-service.yml"
"/sitecore/content/brother/brother/Home/business-solutions/managed-print-service","Image","goaarrXLTHaxq9yuikZsNw","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/83d3b1f85fdb4544a7e8188781d2e9ca","web-mps-hero.jpg","104286","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/83d3b1f85fdb4544a7e8188781d2e9ca","brother\brother\Home\business-solutions\managed-print-service.yml"
"/sitecore/content/brother/brother/Home/business-solutions/managed-print-service/mps-essential","Image2","LWA6BHWpS_eKiCjOZP2ALQ","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/fde42cc318f94ec9957a7424d21f8834","web-mps-essential-intro.jpg","104145","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/fde42cc318f94ec9957a7424d21f8834","brother\brother\Home\business-solutions\managed-print-service\mps-essential.yml"
"/sitecore/content/brother/brother/Home/business-solutions/managed-print-service/mps-essential","Image","TYOftvavSIOVUqM_GvmBYw","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/e7c9094ba1e34dc6a3d70449dc48b3fb","web-mps-essential-hero.jpg","104131","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/e7c9094ba1e34dc6a3d70449dc48b3fb","brother\brother\Home\business-solutions\managed-print-service\mps-essential.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer","Image2","DnfL2LnKSAa8y7G6l8F22A","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/2feec397864d487ba1925f244a9d47fa","web-office-labelling-1.jpg","104350","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/2feec397864d487ba1925f244a9d47fa","brother\brother\Home\devices\label-printer.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer","Image","ZqnB_0UyRDejAZJfQF0kdg","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/22c4718f5b134ecdbbd9c6838ce00a0e","category-office-labelling.jpg","103847","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/22c4718f5b134ecdbbd9c6838ce00a0e","brother\brother\Home\devices\label-printer.yml"
"/sitecore/content/brother/brother/Home/devices/printers","Image2","goaarrXLTHaxq9yuikZsNw","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/83d3b1f85fdb4544a7e8188781d2e9ca","web-mps-hero.jpg","104286","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/83d3b1f85fdb4544a7e8188781d2e9ca","brother\brother\Home\devices\printers.yml"
"/sitecore/content/brother/brother/Home/devices/printers","Image","LNgGvuYaTVe8MsvjkckJ2A","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/8c1c0fc813344a4eb60c08d7552c48c1","web-mps-essential-purchase.jpg","104167","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/8c1c0fc813344a4eb60c08d7552c48c1","brother\brother\Home\devices\printers.yml"
"/sitecore/content/brother/brother/Home/devices/scanners","Image2","VgGAY-UHSceqLKE6LavJMA","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/d3f7acd0005248cfb9c66835682f67d7","web-office-labelling-3.jpg","104376","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/d3f7acd0005248cfb9c66835682f67d7","brother\brother\Home\devices\scanners.yml"
"/sitecore/content/brother/brother/Home/devices/scanners","Image","cSLaBElYRTmr0HzKqAhYfw","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/a7f0e25d5ce6428194c3e0ad50c0f217","web-office-labelling-2.jpg","104368","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/a7f0e25d5ce6428194c3e0ad50c0f217","brother\brother\Home\devices\scanners.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer/pt","Image2","0zkdBAyPQYiNlcesy_nSmA","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/2d19e842edd24ca88331469c5faf1c4d","product-vc-500w-auto-cutter.jpg","103794","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/2d19e842edd24ca88331469c5faf1c4d","brother\brother\Home\devices\label-printer\pt.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer/pt","Image","DnfL2LnKSAa8y7G6l8F22A","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/2feec397864d487ba1925f244a9d47fa","web-office-labelling-1.jpg","104350","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/2feec397864d487ba1925f244a9d47fa","brother\brother\Home\devices\label-printer\pt.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer/ql","Image2","5oaN_GqtTmqyOfbtwpuFbg","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/2467420c9c8b4251a9c6fa7e624d131d","web-ql-800-situ-2.jpg","104512","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/2467420c9c8b4251a9c6fa7e624d131d","brother\brother\Home\devices\label-printer\ql.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer/ql","Image","__kx4ts9QC6vdd0V7NSZ0w","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/b0c37b168d98401fbe4e67311a85dda8","web-ql-800-gallery-2.jpg","104453","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/b0c37b168d98401fbe4e67311a85dda8","brother\brother\Home\devices\label-printer\ql.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer/td","Image2","eI4YqTuxRO2YH0qr7e3O6Q","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/056a2def4add4fffbb21e437aff3d79d","web-overview-supplies.jpg","104415","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/056a2def4add4fffbb21e437aff3d79d","brother\brother\Home\devices\label-printer\td.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer/td","Image","9KelEmUoS0-5v3fh7pfxZA","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/acb49658ac6641a299d947cf35ec6a6a","web-office-labelling-4.jpg","104390","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/acb49658ac6641a299d947cf35ec6a6a","brother\brother\Home\devices\label-printer\td.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer/vc","Image2","b6PnwpDtT2GONEMMOEiXZw","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/2edcfbde701f4d908d867ced6e931e5a","product-vc-500w-five-widths.jpg","103779","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/2edcfbde701f4d908d867ced6e931e5a","brother\brother\Home\devices\label-printer\vc.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer/vc","Image","T6NciubgQii6Qwfn7NA7Vw","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/e3ef5869a8d14fd7987473d81f9a0bc1","product-vc-500w-with-laptop.jpg","103762","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/e3ef5869a8d14fd7987473d81f9a0bc1","brother\brother\Home\devices\label-printer\vc.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer/pt/pt-p750w","Image3","VgGAY-UHSceqLKE6LavJMA","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/d3f7acd0005248cfb9c66835682f67d7","web-office-labelling-3.jpg","104376","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/d3f7acd0005248cfb9c66835682f67d7","brother\brother\Home\devices\label-printer\pt\pt-p750w.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer/pt/pt-p750w","Image2","b6PnwpDtT2GONEMMOEiXZw","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/2edcfbde701f4d908d867ced6e931e5a","product-vc-500w-five-widths.jpg","103779","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/2edcfbde701f4d908d867ced6e931e5a","brother\brother\Home\devices\label-printer\pt\pt-p750w.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer/pt/pt-p750w","Image","DnfL2LnKSAa8y7G6l8F22A","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/2feec397864d487ba1925f244a9d47fa","web-office-labelling-1.jpg","104350","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/2feec397864d487ba1925f244a9d47fa","brother\brother\Home\devices\label-printer\pt\pt-p750w.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer/ql/ql-800","Image","ixuKs6vDTpGDGbI4yDsdzA","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/8056edadd66f433988b5a049c1ea2d6c","web-ql-800-gallery-1.jpg","104446","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/8056edadd66f433988b5a049c1ea2d6c","brother\brother\Home\devices\label-printer\ql\ql-800.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer/ql/ql-800","Image2","pOSopuMdTlaLjXukFUOL4w","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/b5e5142ea9f9421893733dc628d49947","web-ql-800-situ-1.jpg","104497","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/b5e5142ea9f9421893733dc628d49947","brother\brother\Home\devices\label-printer\ql\ql-800.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer/ql/ql-800","Image3","qkyxjcjgRHm9Kib-ArzQOg","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/62efbcabdf0c4d68a31afb81d3acc562","web-ql-800-dk-labels.jpg","104429","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/62efbcabdf0c4d68a31afb81d3acc562","brother\brother\Home\devices\label-printer\ql\ql-800.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer/ql/ql-820nwb","Image3","Bvq22oWRQAmExPAQtEWHXw","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/19d0f427a7e24005849957fb0a7443fe","web-ql-800-gallery-3.jpg","104470","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/19d0f427a7e24005849957fb0a7443fe","brother\brother\Home\devices\label-printer\ql\ql-820nwb.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer/ql/ql-820nwb","Image2","5oaN_GqtTmqyOfbtwpuFbg","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/2467420c9c8b4251a9c6fa7e624d131d","web-ql-800-situ-2.jpg","104512","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/2467420c9c8b4251a9c6fa7e624d131d","brother\brother\Home\devices\label-printer\ql\ql-820nwb.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer/ql/ql-820nwb","Image","__kx4ts9QC6vdd0V7NSZ0w","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/b0c37b168d98401fbe4e67311a85dda8","web-ql-800-gallery-2.jpg","104453","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/b0c37b168d98401fbe4e67311a85dda8","brother\brother\Home\devices\label-printer\ql\ql-820nwb.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer/td/td-4550dnwb","Image3","eI4YqTuxRO2YH0qr7e3O6Q","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/056a2def4add4fffbb21e437aff3d79d","web-overview-supplies.jpg","104415","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/056a2def4add4fffbb21e437aff3d79d","brother\brother\Home\devices\label-printer\td\td-4550dnwb.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer/td/td-4550dnwb","Image2","Yx3BKe5UToO6VK-eJ6GQxw","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/2f9c60b2d1ed4566a52acd7fda4d5bda","web-ql-800-gallery-4.jpg","104477","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/2f9c60b2d1ed4566a52acd7fda4d5bda","brother\brother\Home\devices\label-printer\td\td-4550dnwb.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer/td/td-4550dnwb","Image","9KelEmUoS0-5v3fh7pfxZA","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/acb49658ac6641a299d947cf35ec6a6a","web-office-labelling-4.jpg","104390","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/acb49658ac6641a299d947cf35ec6a6a","brother\brother\Home\devices\label-printer\td\td-4550dnwb.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer/vc/vc500w","Image","wt9FDslXRvOblwRbXAP52Q","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/407d87c48bda408d9f555750e139327a","web-vc500w-store-1.jpg","104635","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/407d87c48bda408d9f555750e139327a","brother\brother\Home\devices\label-printer\vc\vc500w.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer/vc/vc500w","Image2","WQdPKI_URBWtmMOHE5_AdA","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/6c3da3afc52140e2a1e4b7d6531b45ae","web-vc500w-store-2.jpg","104652","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/6c3da3afc52140e2a1e4b7d6531b45ae","brother\brother\Home\devices\label-printer\vc\vc500w.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer/vc/vc500w","Image3","dUsBvmb8Q5iJFxAEKL3uCg","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/3837b920a79442c282c90b6fff82a808","web-vc500w-photo-printing.jpg","104627","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/3837b920a79442c282c90b6fff82a808","brother\brother\Home\devices\label-printer\vc\vc500w.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer/vc/vc500wcr","Image","7oo7KZy8RB6wgRcryL7Kow","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/53de1c883963417f9c18aa2d00647428","web-vc500wcr-store-1.jpg","104679","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/53de1c883963417f9c18aa2d00647428","brother\brother\Home\devices\label-printer\vc\vc500wcr.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer/vc/vc500wcr","Image2","PKxVsuVbRH-obl4cEYFIxg","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/6446f2e8ceb04eaa915c61142e572b2c","web-vc500wcr-store-2.jpg","104687","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/6446f2e8ceb04eaa915c61142e572b2c","brother\brother\Home\devices\label-printer\vc\vc500wcr.yml"
"/sitecore/content/brother/brother/Home/devices/label-printer/vc/vc500wcr","Image3","SGRkBpaHTwGAQeYZydISJQ","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/6d4c20e1367f4d9ba639cbd6e96e9b21","web-vc500wcr-store-3.jpg","104701","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/6d4c20e1367f4d9ba639cbd6e96e9b21","brother\brother\Home\devices\label-printer\vc\vc500wcr.yml"
"/sitecore/content/brother/brother/Home/devices/printers/dcp","Image2","Y39Wu6IrQTGwfpSATf2p2g","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/478c5aaa485b4fdf98b7a12f7ac006c8","lifestyle-home-office-desk.jpg","103810","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/478c5aaa485b4fdf98b7a12f7ac006c8","brother\brother\Home\devices\printers\dcp.yml"
"/sitecore/content/brother/brother/Home/devices/printers/dcp","Image","LNgGvuYaTVe8MsvjkckJ2A","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/8c1c0fc813344a4eb60c08d7552c48c1","web-mps-essential-purchase.jpg","104167","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/8c1c0fc813344a4eb60c08d7552c48c1","brother\brother\Home\devices\printers\dcp.yml"
"/sitecore/content/brother/brother/Home/devices/printers/hl","Image2","T6NciubgQii6Qwfn7NA7Vw","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/e3ef5869a8d14fd7987473d81f9a0bc1","product-vc-500w-with-laptop.jpg","103762","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/e3ef5869a8d14fd7987473d81f9a0bc1","brother\brother\Home\devices\printers\hl.yml"
"/sitecore/content/brother/brother/Home/devices/printers/hl","Image","goaarrXLTHaxq9yuikZsNw","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/83d3b1f85fdb4544a7e8188781d2e9ca","web-mps-hero.jpg","104286","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/83d3b1f85fdb4544a7e8188781d2e9ca","brother\brother\Home\devices\printers\hl.yml"
"/sitecore/content/brother/brother/Home/devices/printers/mfc","Image2","LNgGvuYaTVe8MsvjkckJ2A","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/8c1c0fc813344a4eb60c08d7552c48c1","web-mps-essential-purchase.jpg","104167","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/8c1c0fc813344a4eb60c08d7552c48c1","brother\brother\Home\devices\printers\mfc.yml"
"/sitecore/content/brother/brother/Home/devices/printers/mfc","Image","T6NciubgQii6Qwfn7NA7Vw","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/e3ef5869a8d14fd7987473d81f9a0bc1","product-vc-500w-with-laptop.jpg","103762","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/e3ef5869a8d14fd7987473d81f9a0bc1","brother\brother\Home\devices\printers\mfc.yml"
"/sitecore/content/brother/brother/Home/devices/printers/dcp/dcp-l3520cdw","Image3","Y39Wu6IrQTGwfpSATf2p2g","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/478c5aaa485b4fdf98b7a12f7ac006c8","lifestyle-home-office-desk.jpg","103810","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/478c5aaa485b4fdf98b7a12f7ac006c8","brother\brother\Home\devices\printers\dcp\dcp-l3520cdw.yml"
"/sitecore/content/brother/brother/Home/devices/printers/dcp/dcp-l3520cdw","Image2","T6NciubgQii6Qwfn7NA7Vw","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/e3ef5869a8d14fd7987473d81f9a0bc1","product-vc-500w-with-laptop.jpg","103762","https://starter-verticals-2.sitecoresandbox.cloud/api/public/content/e3ef5869a8d14fd7987473d81f9a0bc1","brother\brother\Home\devices\printers\dcp\dcp-l3520cdw.yml"
